ids,violation_type,type,start_at,end_at,status,,,,,,,,,,
2672239,BM,Person,2.03,2.05,Y,,,,,,,,,,
2672239,MP,,4.03,2.24,Y,,,,,,,,,,
2672239,BM,Person,4.44,4.48,Y,,,,,,,,,,
2672239,BM,Person,5.02,5.13,Y,,,,,,,,,,
2672239,BM,Person,5.17,5.18,Y,,,,,,,,,,
2672239,BM,Person,5.25,5.28,Y,,,,,,,,,,
2672239,BM,Person,5.44,5.5,Y,,,,,,,,,,
2672239,BM,Person,5.57,6.1,Y,,,,,,,,,,
2672239,BM,Person,6.5,7.02,Y,,,,,,,,,,
2672239,BM,Person,7.04,7.51,Y,,,,,,,,,,
2672239,LS,,13.11,14.17,Y,,,,,,,,,,
2672239,BM,Person,13.3,13.31,Y,,,,,,,,,,
2672239,BM,Person,14.24,14.3,Y,,,,,,,,,,
2672239,left screen,,14.33,15.35,Y,,,,,,,,,,
2672239,BM,Person,15.21,15.25,Y,,,,,,,,,,
2672239,LS,,15.36,16.4,Y,,,,,,,,,,
2672239,BM,Person,16.32,16.38,Y,,,,,,,,,,
2672239,BM,Person,19.21,19.25,Y,,,,,,,,,,
2672239,BM,Person,20.05,21.31,Y,-,,,,,,,,,
2672239,BM,Person,23.42,23.43,Y,,,,,,,,,,
2672239,LS,,24.36,25.34,Y,,,,,,,,,,
2672239,LS,,25.37,25.47,Y,,,,,,,,,,
2672239,LS,,25.5,26.13,Y,,,,,,,,,,
2672239,BM,Person,25.55,25.56,Y,,,,,,,,,,
2672239,BM,Person,25.59,26.01,Y,,,,,,,,,,
2672239,LS,,26.23,26.27,Y,,,,,,,,,,
2672239,LS,,26.31,26.46,Y,,,,,,,,,,
2672239,LS,,26.51,28.35,Y,,,,,,,,,,
2672239,BM,Person,27.55,27.57,Y,,,,,,,,,,
2672239,BM,Person,33.27,33.29,Y,,,,,,,,,,
2672239,BM,Person,35.33,35.36,Y,,,,,,,,,,
2672239,BM,Person,39.13,39.14,Y,,,,,,,,,,
2672239,BM,Person,40.37,40.39,Y,,,,,,,,,,
2672239,BM,Person,40.51,41.12,Y,,,,,,,,,,
2672239,BM,Person,41.24,41.26,Y,,,,,,,,,,
2672239,BM,Person,41.54,41.56,Y,,,,,,,,,,
2672239,BM,Person,42.07,42.09,Y,,,,,,,,,,
2672239,BM,Person,42.19,42.22,Y,,,,,,,,,,
2672239,BM,Person,42.39,42.41,Y,,,,,,,,,,
2672239,BM,Person,42.54,42.57,Y,,,,,,,,,,
2672239,Imposter,,47.11,47.4,Y,,,,,,,,,,
2672239,Imposter,,52.44,52.58,Y,,,,,,,,,,
2672239,LS,,47.41,48.38,Y,,,,,,,,,,
2672239,Imposter,,50.15,51.56,Y,,,,,,,,,,
2672239,BM,Person,50.49,51.14,Y,,,,,,,,,,
2672239,BM,Person,50.34,50.45,Y,,,,,,,,,,
2672239,BM,Person,50.5,51.15,Y,,,,,,,,,,
2672239,MP,,51.58,53.44,Y,,,,,,,,,,
2672239,LS,,55.06,55.48,Y,,,,,,,,,,
2672239,BM,Person,56.4,57.37,Y,,,,,,,,,,
2672239,BM,Person,58.11,58.18,Y,,,,,,,,,,
2672239,BM,Person,59.18,63.01,Y,,,,,,,,,,
2626445,BM,Person,5.37,5.43,Y,FSLA-N,,,,,,,,,
2626445,MP,,5.44,5.46,Y,,,,,,,,,,
2626445,BM,Person,5.52,6.28,Y,,,,,,,,,,
2578378,LS,,0.22,0.37,Y,,,,,,,,,,
2578378,LS,,0.49,1.05,Y,,,,,,,,,,
2578378,LS,,8.42,8.54,Y,,,,,,,,,,
2578378,LS,,22.49,23.38,Y,,,,,,,,,,
2578378,LS,,31.47,32.15,Y,,,,,,,,,,
2578378,FSLA,,2.44,2.52,Y,,,,,,,,,,
2578378,FSLA,,11.46,11.52,Y,,,,,,,,,,
2578378,FSLA,,12,12.22,Y,,,,,,,,,,
2578378,FSLA,,12.3,12.52,Y,,,,,,,,,,
2578378,FSLA,,13.28,13.33,Y,,,,,,,,,,
2578378,FSLA,,33.14,33.42,Y,,,,,,,,,,
2597216,LS,,125.17,126.09,Y,FSLA-Re,,,,,,,,,
2597216,LS,,127.53,128,Y,,,,,,,,,,
2578685,LS,,0.24,0.29,Y,FSLA-Re,,,,,,,,,
2578685,LS,,0.35,0.37,Y,,,,,,,,,,
2578685,UPD,Cellphone,8.29,8.32,Y,,,,,,,,,,
2578685,UPD,Cellphone,8.34,9.19,Y,,,,,,,,,,
2578685,UPD,Cellphone,64.42,65.13,Y,,,,,,,,,,
2578685,LS,,65.21,67.52,Y,,,,,,,,,,
2578685,LS,,87.27,87.58,Y,,,,,,,,,,
2578685,LS,,88.48,89.08,Y,,,,,,,,,,
2578685,LS,,90.39,90.52,Y,,,,,,,,,,
2578685,LS,,91.07,95.24,Y,,,,,,,,,,
2578685,LS,,95.29,96.47,Y,,,,,,,,,,
2569041,BM,Person,21.1,21.11,Y,,,,,,,,,,
2569041,MP,,21.12,21.2,Y,,,,,,,,,,
2569041,FSLA,,21.08,21.1,Y,,,,,,,,,,
2569041,FSLA,,21.22,21.25,Y,,,,,,,,,,
2569041,FSLA,,21.27,21.34,Y,,,,,,,,,,
2569041,FSLA,,21.49,21.55,Y,,,,,,,,,,
2569041,FSLA,,23.33,23.37,Y,,,,,,,,,,
2628150,BM,Person,0,12.44,Y,,,,,,,,,,
2628150,BM,Person,12.34,12.39,Y,,,,,,,,,,
2628150,BM,Person,15.53,15.55,Y,,,,,,,,,,
2628150,MP,,15.56,16.04,Y,,,,,,,,,,
2628150,FSLA,,21.06,21.1,Y,,,,,,,,,,
2633502,,,,,Y,,,,,,,Invalid MP,,,Background image
2571769,BM,Person,0.06,0.1,Y,,,,,,,,,,
2571769,BM,Person,5.16,5.19,Y,,,,,,,,,,
2571769,BM,Person,5.56,5.59,Y,,,,,,,,,,
2571769,BM,Person,7.17,7.25,Y,,,,,,,,,,
2571769,BM,Person,8.32,8.41,Y,,,,,,,,,,
2571769,BM,Person,10.37,10.42,Y,,,,,,,,,,
2571769,BM,Person,11.46,11.49,Y,,,,,,,,,,
2571769,BM,Person,17.53,17.55,Y,,,,,,,,,,
2571769,BM,Person,18.32,18.36,Y,,,,,,,,,,
2571769,BM,Person,18.56,19.02,Y,,,,,,,,,,
2571769,BM,Person,21.02,21.11,Y,,,,,,,,,,
2571769,BM,Person,21.19,21.22,Y,,,,,,,,,,
2571769,BM,Person,24.26,25.16,Y,,,,,,,,,,
2571769,BM,Person,25.25,27.34,Y,,,,,,,,,,
2571769,BM,Person,27.44,28.28,Y,,,,,,,,,,
2571769,BM,Person,28.58,29.06,Y,,,,,,,,,,
2571769,BM,Person,29.09,30.09,Y,,,,,,,,,,
2571769,MP,,29.24,29.49,Y,,,,,,,,,,
2571769,MP,,30.1,30.29,Y,,,,,,,,,,
2571769,BM,Person,30.1,30.38,Y,,,,,,,,,,
2571769,BM,Person,30.54,31.01,Y,,,,,,,,,,
2571769,BM,Person,31.28,31.32,Y,,,,,,,,,,
2571769,BM,Person,31.54,32,Y,,,,,,,,,,
2571769,BM,Person,32.25,32.3,Y,,,,,,,,,,
2571769,BM,Person,32.59,33.05,Y,,,,,,,,,,
2571769,BM,Person,33.39,33.45,Y,,,,,,,,,,
2571769,BM,Person,34.04,34.54,Y,,,,,,,,,,
2571769,BM,Person,35.28,35.52,Y,,,,,,,,,,
2571769,BM,Person,36.09,36.21,Y,,,,,,,,,,
2571769,BM,Person,36.33,36.39,Y,,,,,,,,,,
2571769,BM,Person,36.49,36.51,Y,,,,,,,,,,
2571769,BM,Person,38.25,38.28,Y,,,,,,,,,,
2571769,BM,Person,39.13,41.04,Y,,,,,,,,,,
2571769,FSLA,,21.19,21.22,Y,,,,,,,,,,
2571769,FSLA,,27.14,27.3,Y,,,,,,,,,,
2571769,FSLA,,28.58,30.35,Y,,,,,,,,,,
2571769,FSLA,,30.44,30.48,Y,,,,,,,,,,
2571769,FSLA,,30.5,30.58,Y,,,,,,,,,,
2571769,FSLA,,31.5,31.59,Y,,,,,,,,,,
2571769,FSLA,,33.1,33.14,Y,,,,,,,,,,
2651816,BM,Person,64.4,64.45,Y,,,,,,,,,,
2651816,MP,,64.46,64.51,Y,,,,,,,,,,
2651816,BM,Person,81.57,81.59,Y,,,,,,,,,,
2651816,BM,Person,83.15,83.17,Y,,,,,,,,,,
2651816,BM,Person,83.32,83.35,Y,,,,,,,,,,
2510644,BM,Person,0,0.1,Y,,,,,,,,,,
2510644,BM,Person,0.12,0.16,Y,,,,,,,,,,
2510644,BM,Person,0.19,0.53,Y,,,,,,,,,,
2510644,MP,,0.54,1,Y,,,,,,,,,,
2510644,BM,Person,1.01,1.14,Y,,,,,,,,,,
2510644,Imposter,,1.28,1.59,Y,,,,,,,,,,
2510644,LS,,2,39.59,Y,long,,,,,,,,,
2510644,UPD,Cellphone,40.2,40.44,Y,,,,,,,,,,
2510644,FSLA,,1.03,1.06,Y,,,,,,,,,,
2510644,FSLA,,1.18,1.25,Y,,,,,,,,,,
2510644,FSLA,,40.01,4.29,Y,,,,,,,,,,
2601468,UPD,Headphones,0,54.12,Y,,,,,,,,,,
2601468,FSLA,,0.29,0.36,Y,,,,,,,,,,
2570949,BM,Person,0.16,0.18,Y,,,,,,,,,,
2570949,BM,Person,0.36,0.43,Y,,,,,,,,,,
2570949,BM,Person,0.5,0.59,Y,,,,,,,,,,
2570949,BM,Person,8.42,8.49,Y,,,,,,,,,,
2570949,BM,Person,10.44,10.46,Y,,,,,,,,,,
2570949,BM,Person,12.26,12.27,Y,,,,,,,,,,
2570949,BM,Person,12.41,13.1,Y,,,,,,,,,,
2570949,BM,Person,13.15,13.21,Y,,,,,,,,,,
2570949,BM,Person,16.49,17.01,Y,,,,,,,,,,
2570949,BM,Person,18.19,18.24,Y,,,,,,,,,,
2570949,BM,Person,18.44,18.55,Y,,,,,,,,,,
2570949,UPD,Cellphone,19.24,19.5,Y,,,,,,,,,,
2570949,UPD,Cellphone,19.54,20.13,Y,,,,,,,,,,
2570949,FSLA,,0.48,0.59,Y,,,,,,,,,,
2570949,FSLA,,2.53,3,Y,,,,,,,,,,
2570949,FSLA,,5.36,5.4,Y,,,,,,,,,,
2570949,FSLA,,8.33,8.57,Y,,,,,,,,,,
2570949,FSLA,,11.32,11.53,Y,,,,,,,,,,
2570949,FSLA,,12.54,13.17,Y,,,,,,,,,,
2570949,FSLA,,13.3,13.32,Y,,,,,,,,,,
2570949,FSLA,,20.15,20.29,Y,,,,,,,,,,
2582824,BM,Person,3.17,3.19,Y,,,,,,,,,,
2582824,BM,Person,5.29,5.35,Y,,,,,,,,,,
2582824,BM,Person,6.28,6.39,Y,,,,,,,,,,
2582824,BM,Person,7.45,7.52,Y,,,,,,,,,,
2582824,BM,Person,9.19,9.2,Y,,,,,,,,,,
2582824,MP,,15.28,15.35,Y,,,,,,,,,,
2582824,FSLA,,0.39,0.54,Y,,,,,,,,,,
2582824,FSLA,,0.59,1.11,Y,,,,,,,,,,
2582824,FSLA,,1.19,2.1,Y,,,,,,,,,,
2582824,FSLA,,2.27,2.39,Y,,,,,,,,,,
2582824,FSLA,,2.46,3.11,Y,,,,,,,,,,
2582824,FSLA,,3.2,3.35,Y,,,,,,,,,,
2582824,FSLA,,3.48,3.53,Y,,,,,,,,,,
2582824,FSLA,,3.59,4.38,Y,,,,,,,,,,
2582824,FSLA,,4.48,4.54,Y,,,,,,,,,,
2582824,FSLA,,4.57,4.59,Y,,,,,,,,,,
2582824,FSLA,,5.08,5.37,Y,,,,,,,,,,
2582824,FSLA,,6.02,6.19,Y,,,,,,,,,,
2582824,FSLA,,6.31,6.37,Y,,,,,,,,,,
2582824,FSLA,,6.49,7.12,Y,,,,,,,,,,
2582824,FSLA,,7.26,8.16,Y,,,,,,,,,,
2582824,FSLA,,8.19,8.29,Y,,,,,,,,,,
2582824,FSLA,,11.21,11.29,Y,,,,,,,,,,
2582824,FSLA,,11.43,11.55,Y,,,,,,,,,,
2582824,FSLA,,12.46,13.05,Y,,,,,,,,,,
2582824,FSLA,,13.11,13.17,Y,,,,,,,,,,
2582824,FSLA,,13.21,13.46,Y,,,,,,,,,,
2582824,FSLA,,14.49,15.42,Y,,,,,,,,,,
2582824,FSLA,,17.1,17.19,Y,-,,,,,,,,,
2665250,UPD,Calculator,15.32,15.42,Y,,,,,,,Missed LS,,,
2665250,LS,,124.35,128.44,Y,,,,,,,,,,
2622665,BM,Person,3.08,3.37,Y,fsla,,,,,,,,,
2622665,BM,Person,4.03,4.09,Y,,,,,,,,,,
2622665,BM,Person,4.49,4.51,Y,,,,,,,,,,
2622665,BM,Person,5.4,5.48,Y,,,,,,,,,,
2622665,BM,Person,6.32,6.44,Y,,,,,,,,,,
2622665,BM,Person,6.54,6.59,Y,,,,,,,,,,
2622665,FSLA,,0.08,0.14,Y,,,,,,,,,,
2622665,FSLA,,3.15,3.2,Y,,,,,,,,,,
2622665,FSLA,,4.44,4.5,Y,,,,,,,,,,
2622665,FSLA,,4.55,4.57,Y,,,,,,,,,,
2622665,FSLA,,5.01,5.07,Y,,,,,,,,,,
2622665,FSLA,,6.36,6.43,Y,,,,,,,,,,
2622665,FSLA,,9.23,9.27,Y,,,,,,,,,,
2622665,FSLA,,11.4,11.43,Y,,,,,,,,,,
2622665,FSLA,,12.34,12.49,Y,,,,,,,,,,
2622665,FSLA,,21.11,21.16,Y,,,,,,,,,,
2622665,FSLA,,25.03,25.15,Y,,,,,,,,,,
2622665,FSLA,,27.56,28.02,Y,,,,,,,,,,
2622665,FSLA,,31.07,31.14,Y,,,,,,,,,,
2622665,FSLA,,34.48,34.54,Y,,,,,,,,,,
2622665,FSLA,,35.47,35.58,Y,,,,,,,,,,
2622665,FSLA,,42.54,42.58,Y,,,,,,,,,,
2595728,MP,,6.49,6.54,Y,,,,,,,,,,
2595728,MP,,6.55,7,Y,,,,,,,,,,
2595728,BM,Person,8.35,8.46,Y,,,,,,,,,,
2595728,MP,,8.54,9.08,Y,,,,,,,,,,
2595728,BM,Person,23.39,23.52,Y,,,,,,,,,,
2595728,MP,,23.53,24.36,Y,,,,,,,,,,
2595728,MP,,24.56,24.56,Y,,,,,,,,,,
2595728,MP,,25.01,25.59,Y,,,,,,,,,,
2595728,UPD,Cellphone,25.37,25.4,Y,,,,,,,,,,
2595728,FSLA,,0.13,0.2,Y,,,,,,,,,,
2595728,FSLA,,0.47,0.51,Y,,,,,,,,,,
2595728,FSLA,,1.03,1.17,Y,,,,,,,,,,
2595728,FSLA,,1.2,1.39,Y,,,,,,,,,,
2595728,FSLA,,1.45,1.48,Y,,,,,,,,,,
2595728,FSLA,,3.16,3.22,Y,,,,,,,,,,
2595728,FSLA,,3.58,4.06,Y,,,,,,,,,,
2595728,FSLA,,4.43,4.5,Y,,,,,,,,,,
2595728,FSLA,,7.43,7.49,Y,,,,,,,,,,
2595728,FSLA,,10.04,10.09,Y,,,,,,,,,,
2595728,FSLA,,25.31,25.38,Y,,,,,,,,,,
2655744,UPD,Headphones,0,32.06,Y,long,,,,,,,,,
2655744,BM,Person,1.11,1.12,Y,,,,,,,,,,
2655744,BM,Person,4.32,4.33,Y,,,,,,,,,,
2655744,BM,Person,5.21,5.24,Y,,,,,,,,,,
2655744,MP,,6.29,6.31,Y,,,,,,,,,,
2655744,BM,Person,6.32,6.35,Y,,,,,,,,,,
2655744,BM,Person,6.39,6.41,Y,,,,,,,,,,
2655744,BM,Person,16.11,16.35,Y,,,,,,,,,,
2655744,BM,Person,16.4,16.53,Y,,,,,,,,,,
2655744,BM,Person,17.16,16.22,Y,,,,,,,,,,
2655744,BM,Person,19.03,19.24,Y,,,,,,,,,,
2655744,BM,Person,19.34,19.41,Y,,,,,,,,,,
2655744,BM,Person,19.53,20.17,Y,,,,,,,,,,
2655744,BM,Person,23.43,23.49,Y,,,,,,,,,,
2655744,BM,Person,23.54,24.15,Y,,,,,,,,,,
2655744,BM,Person,24.17,24.24,Y,,,,,,,,,,
2655744,BM,Person,24.27,25.52,Y,,,,,,,,,,
2655744,BM,Person,35.35,35.4,Y,,,,,,,,,,
2655744,LS,,103.02,103.04,Y,,,,,,,,,,
2655744,LS,,103.08,104.25,Y,,,,,,,,,,
2655744,LS,,112.37,112.53,Y,,,,,,,,,,
2655744,MP,,121.11,121.13,Y,,,,,,,,,,
2655744,BM,Person,121.14,121.18,Y,,,,,,,,,,
2655744,MP,,121.19,121.23,Y,,,,,,,,,,
2655744,LS,,145.11,146.16,Y,,,,,,,,,,
2406575,Imposter,,0.3,0.55,Y,,,,,,,,,,
2406575,BM,Person,6.55,7.03,Y,,,,,,,,,,
2281234,UPD,Cellphone,13.27,13.57,Y,,,,,,,,,,
2281234,UPD,Cellphone,15.01,15.21,Y,,,,,,,,,,
2281234,LS,,19.28,38.53,Y,,,,,,,,,,
2281234,Imposter,,38.53,38.57,Y,,,,,,,,,,
2281234,LS,,38.58,39.03,Y,,,,,,,,,,
2281234,LS,,39.05,41.15,Y,,,,,,,,,,
2644858,LS,,10.43,10.45,Y,,,,,,,,,,
2644858,BM,Person,11.04,11.07,Y,,,,,,,,,,
2644858,MP,,11.08,11.14,Y,,,,,,,,,,
2629897,,,,,Y,,,,,,,Invalid BM,,,Hand Movements
2573678,BM,Person,3.25,3.3,Y,FSLA-Re,,,,,,,,,
2573678,BM,Person,3.35,3.44,Y,,,,,,,,,,
2573678,LS,,49.56,50.26,Y,,,,,,,,,,
2573678,left screen,,50.26,50.3,Y,,,,,,,,,,
2573678,LS,,55.3,55.53,Y,,,,,,,,,,
2574354,MP,,77.37,78.05,Y,,FSLA-Re,,,,,,,,
2565397,LS,,0.08,0.12,Y,FSLA-Re,,,,,,,,,
2565397,LS,,0.19,0.22,Y,,,,,,,,,,
2565397,LS,,0.28,0.29,Y,,,,,,,,,,
2565397,LS,,0.32,0.34,Y,,,,,,,,,,
2565397,UPD,Headphones,20.55,22.07,Y,,,,,,,,,,
2565397,MP,,22.08,23.03,Y,,,,,,,,,,
2565397,UPD,Headphones,23.06,35.58,Y,,,,,,,,,,
2565397,MP,,31.15,31.46,Y,,,,,,,,,,
2565397,BM,Person,36.01,37.03,Y,,,,,,,,,,
2565397,MP,,37.04,38.03,Y,,,,,,,,,,
2565397,BM,Person,38.04,38.19,Y,,,,,,,,,,
2565397,BM,Person,48.03,48.07,Y,,,,,,,,,,
2565397,MP,,48.08,48.12,Y,,,,,,,,,,
970708,left screen,,136.26,136.45,Y,,,,,,,,,,
970708,left screen,,4.46,5.05,Y,,,,,,,,,,
970708,left screen,,5.16,5.41,Y,,,,,,,,,,
970708,left screen,,6.12,6.16,Y,,,,,,,,,,
970708,left screen,,6.18,6.36,Y,,,,,,,,,,
970708,left screen,,8.45,9.05,Y,,,,,,,,,,
970708,left screen,,12.14,13.01,Y,,,,,,,,,,
970708,left screen,,23.45,23.49,Y,,,,,,,,,,
970708,left screen,,24.48,25.02,Y,,,,,,,,,,
970708,left screen,,32.55,33.07,Y,,,,,,,,,,
970708,left screen,,33.49,34.2,Y,,,,,,,,,,
970708,left screen,,45.59,46.29,Y,,,,,,,,,,
970708,left screen,,54.01,54.1,Y,,,,,,,,,,
970708,left screen,,64.57,65.15,Y,,,,,,,,,,
970708,FSLA,,8.03,8.06,Y,,,,,,,,,,
970708,FSLA,,17.01,17.22,Y,,,,,,,,,,
970708,FSLA,,17.33,17.44,Y,,,,,,,,,,
970708,FSLA,,21.36,21.4,Y,,,,,,,,,,
970708,FSLA,,28.54,28.57,Y,,,,,,,,,,
970708,FSLA,,36.24,36.27,Y,,,,,,,,,,
970708,FSLA,,40.26,40.3,Y,,,,,,,,,,
970708,BA,pageflip,4.53,4.55,Y,,,,,,,,,,
970708,BA,pageflip,4.48,5,Y,,,,,,,,,,
970708,BA,pageflip,5.25,5.27,Y,,,,,,,,,,
970708,BA,pageflip,6.22,6.26,Y,,,,,,,,,,
970708,BA,pageflip,8.09,8.11,Y,,,,,,,,,,
970708,BA,pageflip,8.59,9.01,Y,,,,,,,,,,
970708,LS,,80.24,80.5,Y,,,,,,,,,,
970708,BA,keyboard,16.09,16.2,Y,,,,,,,,,,
970708,BA,keyboard,17.01,17.16,Y,,,,,,,,,,
970708,BA,keyboard,17.25,17.3,Y,,,,,,,,,,
970708,BA,keyboard,21.29,21.31,Y,,,,,,,,,,
970708,BA,keyboard,21.36,21.4,Y,,,,,,,,,,
982906,BA,keyboard,0.07,0.11,Y,,,,,,,,,,
982906,BA,keyboard,0.13,0.14,Y,,,,,,,,,,
982906,BA,keyboard,1.27,1.28,Y,,,,,,,,,,
982906,BA,keyboard,25.21,25.22,Y,,,,,,,,,,
964030,BA,keyboard,0.04,0.12,Y,,,,,,,,,,
964030,BA,voice,0.12,0.13,Y,,,,,,,,,,
964030,BA,keyboard,0.15,0.17,Y,,,,,,,,,,
964030,BA,voice,0.23,0.27,Y,,,,,,,,,,
964030,BA,voice,0.39,0.43,Y,,,,,,,,,,
964030,BA,keyboard,1.27,1.31,Y,,,,,,,,,,
964030,BA,voice,1.08,1.1,Y,,,,,,,,,,
964030,BA,voice,1.13,1.15,Y,,,,,,,,,,
964030,BA,keyboard,1.19,1.23,Y,,,,,,,,,,
964030,BA,voice,2.39,2.45,Y,,,,,,,,,,
964030,BA,voice,2.47,2.51,Y,,,,,,,,,,
967912,BA,keyboard,0.07,0.08,Y,,,,,,,,,,
967912,BA,clutter,0.41,0.42,Y,,,,,,,,,,
967912,BA,keyboard,0.47,0.5,Y,,,,,,,,,,
967912,FSLA,,1.1,1.21,Y,,,,,,,,,,
967912,FSLA,,1.27,1.55,Y,,,,,,,,,,
967912,BA,pageflip,1.21,1.27,Y,,,,,,,,,,
967912,BA,pageflip,2,2.05,Y,,,,,,,,,,
967912,FSLA,,2.05,2.15,Y,,,,,,,,,,
967912,FSLA,,2.15,2.24,Y,,,,,,,,,,
967912,BA,keyboard,2.3,2.31,Y,,,,,,,,,,
967912,FSLA,,2.24,2.3,Y,,,,,,,,,,
967912,BA,pageflip,2.48,2.58,Y,,,,,,,,,,
967912,BA,pageflip,6.57,7.04,Y,,,,,,,,,,
967912,BA,keyboard,7.14,7.18,Y,,,,,,,,,,
967912,BA,keyboard,7.24,7.25,Y,,,,,,,,,,
967912,BA,keyboard,33.36,33.58,Y,,,,,,,,,,
967912,FSLA,,41.47,42.05,Y,,,,,,,,,,
967912,FSLA,,49.33,49.48,Y,,,,,,,,,,
967912,BA,keyboard,55.43,55.47,Y,,,,,,,,,,
967912,FSLA,,64.14,64.24,Y,,,,,,,,,,
967912,LS,,68.34,68.42,Y,,,,,,,,,,
967912,LS,,68.51,70.07,Y,,,,,,,,,,
967912,LS,,70.1,70.39,Y,,,,,,,,,,
973140,FSLA,,0.12,0.15,Y,,,,,,,,,,
973140,BA,keyboard,0.12,0.15,Y,,,,,,,,,,
973140,FSLA,,2.05,2.16,Y,,,,,,,,,,
973140,FSLA,,5.28,5.35,Y,,,,,,,,,,
973140,SEM,,14.45,14.5,Y,,,,,,,,,,
973140,FSLA,,18.45,19,Y,,,,,,,,,,
973140,SEM,,20.27,20.32,Y,,,,,,,,,,
973140,BA,keyboard,23,23.01,Y,,,,,,,,,,
973140,FSLA,,17.23,17.3,Y,,,,,,,,,,
982794,BA,keyboard,0.09,0.1,Y,,,,,,,,,,
982794,BA,clutter,0.01,0.05,Y,,,,,,,,,,
968036,BA,keyboard,0.07,0.08,Y,,,,,,,,,,
968036,BA,clutter,12.29,12.3,Y,,,,,,,,,,
968036,BA,keyboard,12.39,12.43,Y,,,,,,,,,,
968036,BA,keyboard,12.45,12.5,Y,,,,,,,,,,
968036,BA,keyboard,17.25,17.27,Y,,,,,,,,,,
968036,BA,keyboard,19.44,19.48,Y,,,,,,,,,,
747802,BA,keyboard,0.21,0.22,Y,,,,,,,,,,
747802,BA,keyboard,0.25,0.26,Y,,,,,,,,,,
747802,BA,keyboard,0.4,0.41,Y,,,,,,,,,,
747802,BA,voice,21.23,21.2,Y,,,,,,,,,,
747802,BA,clutter,29.41,29.42,Y,,,,,,,,,,
967910,BA,pageflip,0.03,0.5,Y,,,,,,,,,,
967910,BA,keyboard,0.12,0.13,Y,,,,,,,,,,
967910,BA,keyboard,0.22,0.23,Y,,,,,,,,,,
967910,BA,keyboard,0.3,0.32,Y,,,,,,,,,,
967910,BA,keyboard,1.26,1.28,Y,,,,,,,,,,
967910,BA,keyboard,1.34,1.35,Y,,,,,,,,,,
967910,UPD,,1.39,1.41,Y,,,,,,,,,,
968798,BA,keyboard,0.17,0.23,Y,,,,,,,,,,
968798,BA,keyboard,9.37,9.38,Y,,,,,,,,,,
968798,BA,keyboard,14.4,14.41,Y,,,,,,,,,,
968798,BA,voice,15.22,15.23,Y,,,,,,,,,,
968798,BA,voice,16.2,16.21,Y,,,,,,,,,,
968798,BA,voice,34.26,34.27,Y,,,,,,,,,,
968798,BA,keyboard,40.51,40.52,Y,,,,,,,,,,
968798,BA,keyboard,43.45,43.5,Y,,,,,,,,,,
747346,LS,,37.58,38.17,Y,,,,,,,,,,
747346,BA,keyboard,1.09,1.11,Y,,,,,,,,,,
747346,BA,keyboard,21.1,21.13,Y,,,,,,,,,,
747346,BA,voice,24.08,24.12,Y,,,,,,,,,,
747346,BA,voice,38.19,38.21,Y,,,,,,,,,,
747346,BA,voice,37.57,38,Y,,,,,,,,,,
747346,BA,voice,4.51,4.54,Y,,,,,,,,,,
747346,BA,voice,44.17,44.19,Y,,,,,,,,,,
747346,BA,voice,44.41,44.43,Y,,,,,,,,,,
948748,BA,keyboard,0.01,0.04,Y,,,,,,,,,,
948748,BA,keyboard,0.16,0.18,Y,,,,,,,,,,
948748,SEM,,0.53,0.58,Y,,,,,,,,,,
948748,SEM,,1,1.14,Y,,,,,,,,,,
948748,BA,keyboard,2.29,2.3,Y,,,,,,,,,,
948748,BA,keyboard,2.36,2.38,Y,,,,,,,,,,
948748,BA,voice,4.42,5.02,Y,,,,,,,,,,
948748,FSLA,,4.49,5.11,Y,,,,,,,,,,
948748,SEM,,10.03,10.16,Y,,,,,,,,,,
948748,SEM,,10.01,10.16,Y,,,,,,,,,,
948748,SEM,,11.05,11.21,Y,,,,,,,,,,
948748,FSLA,,11.21,11.35,Y,,,,,,,,,,
948748,left screen,,11.35,11.37,Y,,,,,,,,,,
948748,FSLA,,21.5,21.58,Y,,,,,,,,,,
948748,SEM,,22.19,22.24,Y,,,,,,,,,,
948748,FSLA,,24.01,24.11,Y,,,,,,,,,,
948748,FSLA,,24.11,24.19,Y,,,,,,,,,,
948748,FSLA,,24.22,24.32,Y,,,,,,,,,,
969522,BA,voice,0.05,0.06,Y,,,,,,,,,,
969522,BA,voice,0.34,0.4,Y,,,,,,,,,,
969522,UPD,,0,0.05,Y,,,,,,,,,,
969522,BA,voice,5.29,5.32,Y,,,,,,,,,,
969522,BA,voice,5.38,5.4,Y,,,,,,,,,,
969522,BA,voice,16.26,16.3,Y,,,,,,,,,,
969522,left screen,,17.03,17.05,Y,,,,,,,,,,
969522,FSLA,,17.06,17.11,Y,,,,,,,,,,
969522,BA,clutter,17.14,17.16,Y,,,,,,,,,,
117838,BA,keyboard,0.14,0.15,Y,,,,,,,,,,
117838,BA,keyboard,0.31,0.36,Y,,,,,,,,,,
117838,BA,keyboard,1.21,1.26,Y,,,,,,,,,,
117838,BA,keyboard,2.29,2.31,Y,,,,,,,,,,
117838,BA,keyboard,4.42,4.47,Y,,,,,,,,,,
117838,BM,,7.2,7.22,Y,,,,,,,,,,
117838,MP,,7.26,7.3,Y,,,,,,,,,,
117838,BM,,7.35,7.46,Y,,,,,,,,,,
117838,BA,voice,7.35,7.36,Y,,,,,,,,,,
117838,BA,clutter,17.5,17.51,Y,,,,,,,,,,
